"","table_name","column_name","type","min","mean","max","no_distict_values","values"
"17","o2meter__o2meter","amplitude","INTEGER",2431,5289.80157443853,17384,2626,"2431, 2433, 2440, 2448, 2453, 2457, 2462, 2485, 2490, 2516, 2534, 2573, 2588, 2593, 2618, 2634, 2679, 2708, 2765, 2779, 2795, 2874, 2939, 2980, 2996, ..., 2431, 2433, 2440, 2448, 2453, 2457, 2462, 2485, 2490, 2516, 2534, 2573, 2588, 2593, 2618, 2634, 2679, 2708, 2765, 2779, 2795, 2874, 2939, 2980, 2996"
"18","o2meter__o2meter","amplitude_unit","TEXT",NA,NA,NA,2,""
"19","o2meter__o2meter","temp","REAL",18,18,18,1,"NA"
"20","o2meter__o2meter","temp_unit","TEXT",NA,NA,NA,2,""
"21","o2meter__o2meter","pressure","REAL",939.97,963.991780504745,978.36,1205,"NA"
"22","o2meter__o2meter","pressure_unit","TEXT",NA,NA,NA,1,""
"23","o2meter__o2meter","salinity","REAL",0,0,0,1,"NA"
"24","o2meter__o2meter","salinity_unit","TEXT",NA,NA,NA,1,""
"25","o2meter__o2meter","error","INTEGER",0,0.0231535077564251,4,2,""
"26","o2meter__o2meter","cal0","REAL",60.06,60.2150808057399,60.37,4,"NA"
"27","o2meter__o2meter","cal0_unit","TEXT",NA,NA,NA,1,""
"28","o2meter__o2meter","t0","REAL",19.757,20.0294568187084,20.266,3,"NA"
"29","o2meter__o2meter","t0_unit","TEXT",NA,NA,NA,2,""
"30","o2meter__o2meter","o2cal2nd","REAL",100,100,100,1,"NA"
"31","o2meter__o2meter","o2_unit1","TEXT",NA,NA,NA,1,""
"32","o2meter__o2meter","cal2nd","REAL",26.42,26.6936327853664,26.92,4,"NA"
"33","o2meter__o2meter","cal2nd_unit","TEXT",NA,NA,NA,1,""
"34","o2meter__o2meter","t2nd","REAL",19.757,20.0294568187084,20.266,3,"NA"
"35","o2meter__o2meter","t2nd_unit","TEXT",NA,NA,NA,2,""
"36","o2meter__o2meter","calpressure","REAL",970,976.350544107432,983,4,"NA"
"37","o2meter__o2meter","calpressure_unit","TEXT",NA,NA,NA,1,""
"38","o2meter__o2meter","f1","REAL",0.8018,0.803935725862485,0.808,3,"NA"
"39","o2meter__o2meter","dphi1","REAL",-0.0803,-0.0720157490159766,-0.06854,3,"NA"
"40","o2meter__o2meter","dksv1","REAL",0.000354,0.000411528363046978,0.000465,3,"NA"
"41","o2meter__o2meter","dphi2","REAL",-0.00037,-0.000258893262329235,0,3,"NA"
"42","o2meter__o2meter","dksv2","INTEGER",0,0,0,1,""
"43","o2meter__o2meter","m","REAL",26.86,28.0734174577446,29.87,3,"NA"
"44","o2meter__o2meter","cal_mode","TEXT",NA,NA,NA,2,""
"45","o2meter__o2meter","signalledcurrent","REAL",8,11.3049316971521,37,6,"NA"
"46","o2meter__o2meter","user_signal_intensity","INTEGER",-3,-1.63333333333333,1,4,""
"47","o2meter__o2meter","referenceledcurrent","REAL",50,50,50,1,"NA"
"48","o2meter__o2meter","reference_amplitude","REAL",38392,41169.6103264645,42124,1384,"NA"
"49","o2meter__o2meter","device_serial","TEXT",NA,NA,NA,2,""
"50","o2meter__o2meter","fwversion","TEXT",NA,NA,NA,3,""
"51","o2meter__o2meter","swversion","TEXT",NA,NA,NA,1,""
"52","o2meter__o2meter","sensor_type","TEXT",NA,NA,NA,1,""
"53","o2meter__o2meter","batchid","TEXT",NA,NA,NA,4,""
"54","o2meter__o2meter","calibration_date","TEXT",NA,NA,NA,8,""
"55","o2meter__o2meter","sensor_lot","INTEGER",111102,113849.040518639,120802,3,""
"56","o2meter__o2meter","presens_calibr","INTEGER",0,0,0,1,""
"57","o2meter__o2meter","battery_voltage","REAL",4.696,5.25100463070155,5.84,610,"NA"
"58","o2meter__o2meter","battery_voltage_unit","TEXT",NA,NA,NA,1,""
